,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,Target
636,1,0,3.7,136,1,6,66,600.0,0
637,1,0,3.8,101,1,6,10,400.0,1
638,1,0,4.2,60,1,6,64,200.0,1
639,0,0,3.9,88,1,6,59,250.0,1
640,0,0,3.5,8,1,6,59,200.0,0
641,0,0,3.4,145,1,6,66,300.0,0
642,1,0,3.6,46,1,6,66,500.0,0
643,1,0,3.4,22,1,6,59,200.0,0
644,1,0,3.9,57,1,6,64,200.0,1
645,0,0,3.8,189,1,6,59,300.0,1
646,0,0,3.7,22,1,6,31,500.0,0
647,1,0,3.6,18,1,6,34,250.0,0
648,1,0,3.7,73,1,6,10,400.0,0
649,0,0,3.8,39,1,6,66,350.0,1
650,1,0,3.9,540,1,6,58,800.0,1
651,0,0,3.6,71,1,6,54,250.0,0
652,1,0,3.6,24,1,6,66,250.0,0
654,0,0,3.5,11,1,6,64,300.0,0
655,0,0,3.4,9,1,6,66,350.0,0
656,0,0,3.5,12,1,6,33,500.0,0
657,1,0,3.8,120,1,6,66,250.0,1
658,1,0,3.0,82,1,6,64,300.0,0
659,1,0,3.5,88,1,6,66,350.0,0
661,1,0,4.0,17,1,6,59,150.0,1
662,1,0,3.0,87,1,6,66,600.0,0
663,1,0,3.4,14,1,6,59,300.0,0
664,0,0,3.5,31,1,6,43,200.0,0
665,0,0,3.5,17,1,6,59,300.0,0
666,1,0,4.2,415,1,6,66,500.0,1
667,1,0,3.3,128,1,6,45,300.0,0
668,0,0,4.1,94,1,6,59,100.0,1
669,0,0,3.8,64,1,6,66,250.0,1
670,0,0,3.7,65,1,6,66,300.0,0
671,1,0,3.4,7,1,6,45,250.0,0
672,0,0,3.3,5,1,6,59,350.0,0
673,0,0,3.5,52,1,6,59,300.0,0
674,1,0,2.7,123,1,6,31,200.0,0
675,1,0,3.0,290,1,6,66,450.0,0
676,1,0,3.7,59,1,6,56,200.0,0
677,0,0,3.7,130,1,6,59,200.0,0
678,1,0,2.8,91,1,6,48,400.0,0
679,1,0,3.3,12,1,6,9,300.0,0
680,1,0,3.5,80,1,6,66,250.0,0
681,1,0,3.9,441,1,6,66,400.0,1
682,0,0,3.4,10,1,6,43,250.0,0
683,0,0,3.5,12,1,6,65,100.0,0
684,0,0,3.4,7,1,6,65,100.0,0
685,0,0,3.4,8,1,6,66,300.0,0
687,0,0,3.2,9,1,6,9,300.0,0
688,0,0,3.6,47,1,6,65,150.0,0
689,0,0,3.1,29,1,6,43,150.0,0
696,1,0,3.8,66,1,6,2,300.0,1
697,1,0,3.1,28,1,6,9,200.0,0
698,0,0,3.2,4,1,6,31,200.0,0
699,0,0,3.3,7,1,6,66,200.0,0
700,0,0,3.2,5,1,6,54,250.0,0
701,0,0,3.1,6,1,6,66,100.0,0
702,0,0,3.3,17,1,6,66,200.0,0
703,0,0,3.0,27,1,6,66,200.0,0
704,0,0,3.1,9,1,6,9,200.0,0
705,0,0,3.3,4,1,6,66,200.0,0
708,0,0,3.7,21,1,6,66,150.0,0
709,0,0,3.6,22,1,6,0,300.0,0
710,0,0,3.0,15,1,6,45,300.0,0
723,1,0,3.4,19,1,6,62,200.0,0
724,1,0,3.4,8,1,8,66,250.0,0
726,1,0,3.6,84,1,6,63,250.0,0
727,0,0,4.0,42,1,6,66,300.0,1
728,1,0,3.0,213,1,6,66,400.0,0
729,1,0,2.9,11,1,6,43,500.0,0
730,1,0,3.8,58,1,6,66,300.0,1
731,0,0,4.2,725,18,6,60,350.0,1
732,1,0,3.9,750,4,2,49,500.0,1
733,0,0,3.8,166,4,2,66,600.0,1
734,0,0,4.4,4460,4,6,59,150.0,1
735,0,0,3.9,153,4,2,59,350.0,1
736,1,0,3.8,469,4,2,66,750.0,1
737,1,0,4.1,364,4,2,66,550.0,1
738,1,0,3.8,286,4,2,43,600.0,1
739,1,0,3.8,527,4,2,43,500.0,1
740,1,0,3.9,101,4,6,59,150.0,1
741,1,0,4.1,558,4,6,59,150.0,1
742,0,0,3.8,94,42,2,45,550.0,1
743,0,0,3.8,148,4,8,66,550.0,1
744,0,0,2.7,377,4,8,66,1.1,0
745,0,0,3.9,206,4,6,66,450.0,1
746,1,0,3.3,5,4,3,66,800.0,0
747,0,0,3.9,100,4,6,63,300.0,1
748,1,0,4.2,444,4,6,59,100.0,1
749,0,0,3.9,133,4,2,66,650.0,1
750,1,0,4.0,219,4,1,66,600.0,1
751,0,0,4.2,253,4,6,59,250.0,1
752,0,0,3.4,51,4,6,66,350.0,0
753,0,0,3.7,61,4,2,66,600.0,0
754,1,0,3.8,155,42,2,66,400.0,1
755,1,0,3.9,233,18,2,66,800.0,1
756,1,0,3.7,264,42,2,66,750.0,0
757,0,0,3.9,66,4,2,59,400.0,1
758,0,0,4.1,238,4,6,59,600.0,1
759,1,0,3.8,58,4,6,21,150.0,1
760,1,0,3.9,47,4,6,59,200.0,1
761,1,0,3.5,155,4,6,10,400.0,0
762,1,0,4.1,176,4,2,66,800.0,1
763,1,0,3.7,93,4,6,65,200.0,0
764,0,0,3.8,124,4,6,66,300.0,1
765,1,0,4.3,275,4,6,59,100.0,1
766,0,0,4.2,254,4,6,59,150.0,1
767,0,0,4.1,177,4,6,59,100.0,1
768,1,0,3.7,23,18,6,66,300.0,0
769,1,0,4.0,132,4,6,31,200.0,1
770,1,0,3.6,35,18,6,66,300.0,0
771,1,0,3.8,74,4,6,63,300.0,1
772,1,0,3.9,38,4,6,21,200.0,1
773,1,0,3.6,172,42,2,45,700.0,0
774,1,0,3.4,4,4,2,51,500.0,0
775,1,0,3.9,543,4,6,66,300.0,1
776,0,0,4.0,52,4,6,59,300.0,1
777,0,0,3.7,217,4,2,66,450.0,0
778,0,0,2.9,34,4,2,66,750.0,0
779,0,0,3.3,6,4,6,52,300.0,0
780,1,0,3.6,15,4,6,59,100.0,0
781,0,0,3.9,111,4,2,66,700.0,1
782,1,0,3.8,133,4,6,66,200.0,1
783,0,0,3.8,39,18,6,62,250.0,1
784,0,0,4.0,64,4,6,59,200.0,1
785,0,0,3.6,16,42,6,59,300.0,0
786,1,0,3.8,25,4,6,66,350.0,1
787,0,0,3.6,8,42,2,66,800.0,0
788,0,0,3.3,6,4,2,63,450.0,0
789,0,0,3.2,14,18,6,59,250.0,0
790,0,0,3.6,46,4,6,66,450.0,0
791,0,0,3.8,148,4,6,66,150.0,1
792,1,0,3.7,21,42,6,59,300.0,0
793,0,0,3.8,55,42,8,66,300.0,1
796,1,0,3.7,67,42,2,43,700.0,0
797,1,0,3.7,31,42,6,62,300.0,0
798,0,0,3.3,4,18,6,59,250.0,0
799,0,0,3.2,4,4,6,60,100.0,0
801,0,0,3.9,26,4,6,66,300.0,1
802,1,0,3.7,57,4,6,66,200.0,0
803,1,0,3.2,71,4,6,66,600.0,0
805,0,0,3.6,22,4,6,34,150.0,0
807,0,0,3.2,8,42,6,9,150.0,0
813,1,0,3.2,11,4,6,8,150.0,0
814,1,0,3.6,17,4,6,66,300.0,0
815,0,1,3.8,977,1,8,35,1.3,1
816,0,0,4.1,868,1,8,66,1.2,1
817,0,0,3.7,43,1,8,45,700.0,0
818,0,0,3.3,62,1,8,63,800.0,0
819,0,0,3.1,30,1,8,23,1.0,0
821,0,0,3.0,98,1,8,45,800.0,0
822,0,0,2.7,377,4,8,66,1.1,0
823,1,1,4.4,2487,3,8,66,900.0,1
824,1,1,4.2,1964,3,2,66,1.0,1
825,1,0,4.3,3178,3,2,66,750.0,1
826,1,0,3.3,455,3,2,66,550.0,0
827,0,0,3.1,19,3,2,66,800.0,0
828,0,1,4.7,3845,17,2,66,1.6,1
829,0,0,4.3,353,17,2,54,1.2,1
830,0,1,4.1,1234,17,2,55,800.0,1
831,1,1,4.1,1538,17,2,66,1.0,1
832,0,1,3.9,49,17,2,66,900.0,1
833,1,1,3.8,756,17,2,43,1.0,1
834,1,1,4.0,347,17,2,66,1.0,1
835,0,1,4.0,165,17,2,66,1.0,1
836,0,0,3.3,177,17,2,47,950.0,0
837,0,0,2.7,43,17,2,66,1.0,0
838,1,0,3.0,102,0,2,63,600.0,0
839,1,0,3.8,54,3,1,66,500.0,1
840,0,1,4.0,200,3,1,18,700.0,1
841,1,0,3.9,102,3,1,66,450.0,1
842,1,0,3.7,171,3,1,16,300.0,0
843,1,0,3.7,37,3,1,66,400.0,0
844,1,0,3.9,40,3,8,66,400.0,1
845,0,0,3.9,125,3,1,66,500.0,1
846,1,0,3.9,49,3,1,16,600.0,1
847,0,0,3.6,19,3,1,20,900.0,0
848,0,0,3.8,69,3,8,17,700.0,1
849,0,0,3.9,52,3,1,19,700.0,1
850,1,0,3.6,18,3,5,66,900.0,0
851,0,0,3.9,78,3,1,16,350.0,1
852,0,1,3.6,39,3,8,66,800.0,0
853,1,0,2.7,48,3,8,66,650.0,0
854,0,0,3.6,13,3,1,16,700.0,0
856,0,0,3.3,14,3,8,66,700.0,0
857,0,0,3.7,9,3,1,66,400.0,0
859,1,0,4.1,46,17,1,66,600.0,1
860,0,0,4.0,129,17,1,18,600.0,1
861,1,1,3.9,727,17,1,66,800.0,1
862,0,0,4.1,521,17,1,66,550.0,1
863,1,0,4.1,203,17,8,66,650.0,1
864,1,1,4.4,4381,17,8,66,600.0,1
865,1,0,3.7,131,17,1,66,400.0,0
866,0,0,3.7,34,17,1,66,500.0,0
867,1,0,3.7,46,17,1,66,450.0,0
868,1,0,3.6,10,17,1,66,500.0,0
869,1,0,2.6,18,17,1,66,500.0,0
870,0,0,3.4,48,17,1,20,550.0,0
871,0,0,3.4,6,17,1,66,600.0,0
874,1,0,3.7,127,17,1,66,700.0,0
875,1,0,2.7,85,17,1,66,500.0,0
876,0,0,3.2,11,0,1,66,500.0,0
877,1,0,4.5,1178,0,4,66,500.0,1
878,1,0,3.7,335,0,2,66,800.0,0
879,1,0,3.8,254,0,2,12,800.0,1
880,1,0,3.6,21,3,6,66,400.0,0
881,1,0,3.8,20,17,6,66,400.0,1
882,1,0,4.1,63,17,7,66,300.0,1
883,1,0,4.0,244,0,6,66,400.0,1
884,1,0,3.4,9,17,7,66,400.0,0
885,1,0,3.6,113,17,7,66,400.0,0
886,1,0,3.7,5,17,7,66,400.0,0
887,1,0,2.9,255,0,6,43,250.0,0
888,1,0,4.5,549,0,5,29,400.0,1
889,1,0,4.1,775,0,6,64,300.0,1
890,1,0,3.9,38,0,7,59,250.0,1
891,1,0,3.6,208,17,7,66,300.0,0
892,1,0,4.1,739,17,4,23,500.0,1
893,1,0,3.8,310,3,6,43,400.0,1
894,1,0,3.3,42,0,6,31,500.0,0
895,1,0,4.0,126,0,6,43,150.0,1
896,1,0,4.1,427,3,7,66,500.0,1
897,1,0,4.0,197,0,6,43,300.0,1
898,1,0,4.1,601,0,6,66,700.0,1
899,1,0,3.9,488,17,7,66,400.0,1
900,1,0,4.0,396,3,6,63,400.0,1
901,1,0,3.6,474,0,6,48,450.0,0
902,1,0,2.9,172,0,6,45,300.0,0
903,1,0,3.1,175,3,6,0,250.0,0
904,1,0,4.0,939,0,2,22,600.0,1
905,1,0,3.9,173,0,6,66,250.0,1
906,1,0,3.9,77,3,6,43,400.0,1
907,1,0,3.9,326,0,1,66,200.0,1
908,1,0,3.3,212,17,6,66,350.0,0
909,1,0,4.1,464,0,6,66,300.0,1
910,1,0,3.3,628,3,4,66,450.0,0
911,1,0,3.6,518,17,2,63,400.0,0
912,1,0,3.9,70,3,5,27,350.0,1
913,1,0,3.9,62,17,6,66,300.0,1
914,1,0,4.4,819,18,5,37,400.0,1
915,1,0,2.6,171,0,2,66,450.0,0
916,1,0,3.9,158,3,7,1,400.0,1
917,1,0,3.4,14,17,7,43,200.0,0
918,1,1,4.2,1964,3,2,66,1.0,1
919,1,0,3.7,207,0,6,23,300.0,0
920,1,0,4.0,138,3,4,9,650.0,1
921,1,0,3.3,455,3,2,66,550.0,0
922,1,0,3.9,14,17,7,66,400.0,1
923,1,0,3.4,13,3,2,45,600.0,0
924,1,0,3.8,181,3,8,44,600.0,1
925,1,0,3.6,140,3,6,40,200.0,0
926,1,0,3.2,44,0,6,45,300.0,0
927,1,0,3.6,43,17,6,66,300.0,0
928,1,0,2.7,159,17,6,57,750.0,0
929,1,0,3.4,76,3,6,45,450.0,0
930,1,0,3.6,16,17,8,66,100.0,0
931,1,0,3.5,74,3,6,43,400.0,0
932,1,0,3.9,20,0,7,3,200.0,1
933,1,0,3.7,9,17,7,25,400.0,0
934,1,0,4.1,51,17,7,64,200.0,1
935,1,0,3.5,53,3,6,45,350.0,0
936,1,0,3.1,28,0,7,66,400.0,0
937,1,0,3.2,166,3,6,66,600.0,0
938,1,0,3.9,50,3,6,66,400.0,1
939,1,0,3.7,128,3,7,12,400.0,0
941,1,0,3.6,8,3,7,66,500.0,0
942,1,0,2.9,126,0,6,23,300.0,0
943,1,0,3.4,24,17,7,66,150.0,0
944,1,0,4.0,952,18,6,66,400.0,1
945,1,0,3.4,51,42,6,10,400.0,0
946,1,0,3.8,472,3,6,66,600.0,1
947,1,1,4.0,739,3,2,66,800.0,1
948,1,0,4.0,117,3,2,63,500.0,1
949,1,0,3.9,255,0,2,66,500.0,1
950,1,0,4.0,1974,17,2,66,800.0,1
951,1,0,3.7,65,17,6,66,400.0,0
953,1,1,4.2,1428,17,2,66,800.0,1
954,1,0,3.3,39,0,8,43,400.0,0
955,1,0,3.4,43,3,6,66,400.0,0
956,1,0,3.7,13,17,7,4,200.0,0
957,1,0,3.6,34,17,6,24,200.0,0
958,1,0,2.9,345,0,7,66,450.0,0
959,1,0,3.5,8,0,4,45,600.0,0
960,1,0,3.8,23,17,6,66,150.0,1
961,1,0,4.0,332,17,6,63,300.0,1
962,1,1,4.0,199,17,6,66,700.0,1
963,1,0,3.9,20,0,7,30,300.0,1
964,1,0,3.5,11,17,6,62,200.0,0
965,1,0,3.9,437,17,6,15,400.0,1
966,1,0,3.8,207,3,2,66,700.0,1
967,1,1,4.4,4381,17,8,66,600.0,1
968,1,0,3.8,55,3,6,63,300.0,1
969,1,0,3.2,19,0,6,45,400.0,0
970,1,0,4.0,597,3,6,43,400.0,1
971,1,0,3.5,16,17,7,2,400.0,0
972,1,0,3.6,35,17,6,45,200.0,0
973,1,0,3.5,9,3,6,32,250.0,0
974,1,0,3.0,102,0,2,63,600.0,0
975,1,0,3.9,189,0,6,10,300.0,1
976,1,0,3.7,131,17,1,66,400.0,0
977,1,0,4.2,373,17,2,11,750.0,1
978,1,0,3.9,435,0,2,66,650.0,1
979,1,0,3.3,6,3,6,66,300.0,0
980,1,0,4.1,292,0,2,66,700.0,1
981,1,0,3.6,137,3,6,2,300.0,0
982,1,0,3.2,133,3,2,46,500.0,0
983,1,0,3.9,37,17,7,66,250.0,1
984,1,0,3.7,170,17,6,66,200.0,0
985,1,0,3.7,21,0,6,66,400.0,0
986,1,0,3.6,794,3,2,13,550.0,0
987,1,0,4.6,404,3,2,66,1.0,1
988,1,0,3.9,100,0,2,22,600.0,1
989,1,0,3.9,38,17,8,66,300.0,1
990,1,0,3.2,93,3,6,45,350.0,0
991,1,0,3.3,58,0,6,9,300.0,0
992,1,1,3.9,561,3,2,43,900.0,1
993,1,1,3.9,486,0,1,66,700.0,1
994,1,0,3.6,102,3,6,66,500.0,0
995,1,0,3.5,89,3,6,44,500.0,0
996,1,0,3.5,17,42,2,66,450.0,0
997,1,0,3.9,320,3,2,45,650.0,1
998,1,0,4.1,237,17,5,66,500.0,1
999,1,0,3.8,37,3,6,66,250.0,1
1000,1,0,3.7,27,0,6,40,400.0,0
1001,1,1,3.9,1227,3,2,66,900.0,1
1002,1,0,3.9,32,0,0,4,500.0,1
1003,1,0,4.0,95,3,4,66,600.0,1
1004,1,1,4.1,1538,17,2,66,1.0,1
1005,1,0,3.7,110,3,2,1,800.0,0
1006,1,0,3.2,45,3,4,49,400.0,0
1007,1,0,4.1,381,0,6,2,250.0,1
1008,1,0,3.8,87,3,7,66,100.0,1
1009,1,0,3.7,18,3,5,30,300.0,0
1010,1,0,3.9,251,3,4,66,500.0,1
1011,1,0,3.0,353,17,6,66,400.0,0
1012,1,0,4.0,205,17,4,44,450.0,1
1013,1,0,3.9,183,0,6,66,250.0,1
1014,1,0,3.9,99,3,5,37,400.0,1
1015,1,0,3.9,13,0,6,66,100.0,1
1016,1,0,4.1,260,17,6,43,300.0,1
1017,1,0,3.9,355,0,6,45,400.0,1
1018,1,0,4.1,83,0,6,66,400.0,1
1019,1,0,2.5,321,17,6,66,400.0,0
1020,1,0,3.9,362,0,2,43,600.0,1
1021,1,1,4.2,2166,17,8,66,1.2,1
1022,1,0,3.7,43,0,2,66,550.0,0
1023,1,0,3.8,30,3,6,63,300.0,1
1024,1,0,4.0,182,17,8,42,400.0,1
1025,1,0,3.4,9,17,4,66,450.0,0
1026,1,0,3.8,265,3,4,46,400.0,1
1027,1,0,3.1,41,0,6,66,800.0,0
1028,1,1,3.8,500,3,2,66,1.0,1
1029,1,0,3.1,7,17,7,66,400.0,0
1030,1,0,4.0,532,3,2,66,800.0,1
1031,1,0,3.4,23,0,4,66,300.0,0
1032,1,0,3.6,42,42,3,66,1.5,0
1033,1,1,3.5,551,3,2,66,600.0,0
1034,1,0,3.9,100,17,6,66,200.0,1
1035,1,0,4.2,421,3,2,24,700.0,1
1036,1,0,3.1,38,17,6,66,300.0,0
1037,1,0,3.7,33,3,0,4,500.0,0
1038,1,0,3.7,662,17,2,66,650.0,0
1039,1,0,3.1,14,17,7,66,250.0,0
1040,1,0,3.8,54,3,6,66,500.0,1
1041,1,0,4.1,92,0,6,66,300.0,1
1042,1,0,3.4,22,3,7,31,300.0,0
1043,1,0,3.1,105,3,7,44,500.0,0
1044,1,0,3.5,8,17,6,55,500.0,0
1045,1,0,3.7,36,17,4,12,600.0,0
1046,1,0,3.7,14,3,5,29,300.0,0
1047,1,0,4.0,23,17,8,8,200.0,1
1048,1,0,4.2,2350,17,2,43,800.0,1
1049,1,0,3.9,120,3,6,14,300.0,1
1050,1,0,3.9,49,3,1,16,600.0,1
1051,1,0,3.7,184,0,6,66,400.0,0
1052,1,1,3.6,225,3,2,13,700.0,0
1053,1,0,3.6,11,0,8,66,200.0,0
1055,1,0,4.0,35,0,8,66,300.0,1
1056,1,0,3.0,45,3,4,12,700.0,0
1057,1,0,3.2,56,3,6,66,250.0,0
1058,1,0,4.0,869,0,4,66,500.0,1
1059,1,0,3.2,34,3,6,66,300.0,0
1060,1,0,4.0,153,17,6,66,200.0,1
1061,1,0,3.7,139,3,6,66,400.0,0
1062,1,0,3.1,10,17,6,0,300.0,0
1063,1,0,3.7,181,3,4,12,500.0,0
1064,1,0,3.9,669,0,2,43,500.0,1
1065,1,0,3.7,168,3,6,66,600.0,0
1066,1,0,3.4,17,18,6,9,100.0,0
1067,1,0,3.8,170,3,6,66,250.0,1
1068,1,0,4.0,112,17,6,66,200.0,1
1069,1,0,3.0,43,3,6,66,500.0,0
1070,1,0,3.8,58,0,6,66,300.0,1
1071,1,0,3.7,80,17,6,66,400.0,0
1072,1,0,3.6,8,17,6,59,300.0,0
1073,1,0,4.0,167,18,6,63,400.0,1
1074,1,0,3.7,38,3,7,66,400.0,0
1075,1,0,3.8,29,3,8,66,400.0,1
1076,1,0,3.9,85,17,6,66,300.0,1
1077,1,0,2.6,473,0,6,38,600.0,0
1079,1,0,3.4,13,0,8,66,100.0,0
1080,1,0,3.7,217,17,2,55,500.0,0
1081,1,0,3.8,21,0,6,66,300.0,1
1082,1,0,3.6,192,0,4,66,450.0,0
1084,1,1,4.2,611,0,3,66,1.5,1
1085,1,0,3.6,44,3,8,66,200.0,0
1086,1,0,3.1,68,3,6,10,250.0,0
1087,1,0,3.1,16,3,8,66,250.0,0
1088,1,0,4.0,166,3,4,57,750.0,1
1089,1,0,4.1,46,17,1,66,600.0,1
1090,1,0,3.3,57,3,6,66,250.0,0
1091,1,0,3.5,11,0,8,66,200.0,0
1092,1,1,4.4,2233,3,3,66,1.2,1
1093,1,0,4.0,107,0,6,43,300.0,1
1094,1,0,4.2,306,0,4,66,600.0,1
1095,1,0,3.7,32,3,6,59,300.0,0
1096,1,1,3.8,756,17,2,43,1.0,1
1097,1,0,3.5,11,17,6,66,200.0,0
1098,1,0,3.7,30,3,2,55,800.0,0
1099,1,1,4.4,4309,17,8,66,1.6,1
1100,1,0,4.0,212,3,6,43,400.0,1
1101,1,0,2.9,153,3,6,66,600.0,0
1102,1,0,4.0,827,0,2,66,500.0,1
1103,1,0,3.9,36,17,6,66,400.0,1
1104,1,0,4.0,256,3,6,15,500.0,1
1105,1,0,3.6,8,3,6,66,400.0,0
1106,1,0,3.9,40,3,8,66,400.0,1
1107,1,0,3.9,73,3,7,66,400.0,1
1108,1,0,4.2,169,17,1,66,600.0,1
1109,1,0,4.1,586,17,2,22,700.0,1
1110,1,0,3.5,221,0,8,66,400.0,0
1111,1,0,2.9,22,17,4,45,400.0,0
1112,1,0,3.5,177,0,6,66,500.0,0
1113,1,0,3.9,347,17,2,25,600.0,1
1114,1,0,3.0,347,3,6,58,800.0,0
1115,1,0,3.9,385,17,6,66,600.0,1
1116,1,0,3.8,37,17,8,66,150.0,1
1117,1,0,3.2,18,17,8,66,300.0,0
1118,1,0,4.0,1305,17,2,66,750.0,1
1119,1,0,3.0,122,3,2,25,500.0,0
1120,1,0,3.5,47,17,6,63,300.0,0
1121,1,0,3.5,20,3,6,66,350.0,0
1122,1,0,3.4,7,17,7,27,200.0,0
1123,1,0,4.3,539,17,6,66,300.0,1
1124,1,1,3.9,681,3,2,66,800.0,1
1125,1,0,3.5,10,0,6,44,250.0,0
1126,1,0,3.8,106,17,4,66,350.0,1
1127,1,1,4.1,1025,3,2,43,1.0,1
1129,1,0,3.6,132,3,8,66,250.0,0
1130,1,0,3.7,26,3,1,20,900.0,0
1131,1,0,4.2,289,3,6,66,400.0,1
1132,1,0,3.9,407,17,2,45,500.0,1
1133,1,0,3.6,25,42,2,66,600.0,0
1134,1,0,3.9,201,3,6,45,250.0,1
1135,1,0,3.1,106,3,2,23,450.0,0
1136,1,0,3.7,37,3,1,66,400.0,0
1137,1,0,4.1,203,17,8,66,650.0,1
1138,1,0,3.1,320,17,2,66,600.0,0
1139,1,1,3.8,257,3,2,66,800.0,1
1140,1,0,3.8,9,0,0,66,450.0,1
1141,1,0,3.2,100,3,6,33,250.0,0
1142,1,0,3.6,34,3,6,65,100.0,0
1143,1,0,3.2,4,3,8,66,250.0,0
1144,1,0,3.8,46,17,6,57,450.0,1
1145,1,0,3.9,102,3,1,66,450.0,1
1146,1,1,4.2,237,17,8,66,600.0,1
1147,1,0,3.7,108,3,6,66,600.0,0
1148,1,0,3.9,34,17,2,66,750.0,1
1149,1,0,3.1,10,17,8,60,500.0,0
1151,1,0,3.3,8,17,7,12,600.0,0
1152,1,0,3.2,144,3,6,66,350.0,0
1153,1,0,3.5,97,17,2,13,600.0,0
1154,1,0,3.2,34,17,6,42,150.0,0
1155,1,1,4.2,1028,17,3,66,1.1,1
1156,1,0,3.8,84,3,4,66,600.0,1
1157,1,0,2.8,165,3,6,66,450.0,0
1158,1,0,3.3,12,17,6,66,300.0,0
1159,1,0,2.9,57,3,6,66,400.0,0
1160,1,0,3.9,99,3,6,62,300.0,1
1162,1,0,3.9,141,3,8,66,300.0,1
1164,1,0,4.0,181,17,2,66,550.0,1
1165,1,0,4.0,128,0,5,36,230.0,1
1166,1,0,3.8,171,17,6,43,250.0,1
1167,1,0,3.5,13,3,2,13,700.0,0
1168,1,0,3.6,9,3,6,26,250.0,0
1169,1,0,3.3,9,3,4,66,300.0,0
1170,1,0,3.5,8,0,5,36,130.0,0
1171,1,0,3.9,200,17,6,66,400.0,1
1172,1,0,3.6,33,3,2,66,600.0,0
1173,1,0,3.0,114,3,2,21,1.0,0
1174,1,0,3.5,12,0,6,31,300.0,0
1175,1,0,3.6,26,17,2,45,600.0,0
1176,1,0,3.6,15,3,2,66,500.0,0
1177,1,0,3.6,46,3,2,55,600.0,0
1178,1,0,3.7,48,0,6,66,350.0,0
1180,1,0,3.7,98,17,2,66,500.0,0
1181,1,0,3.8,146,17,2,21,600.0,1
1183,1,0,3.7,16,3,2,66,700.0,0
1185,1,0,4.2,248,0,8,6,500.0,1
1187,1,0,3.7,67,0,4,59,150.0,0
1188,1,0,3.3,15,3,6,31,350.0,0
1189,1,1,4.1,583,17,3,66,1.2,1
1190,1,0,3.7,42,17,6,45,500.0,0
1191,1,0,3.5,8,17,6,66,250.0,0
1192,1,0,3.1,19,3,6,31,300.0,0
1193,1,0,3.7,171,3,1,16,300.0,0
1194,1,0,3.1,59,0,6,66,400.0,0
1195,1,0,3.1,4,17,7,31,300.0,0
1196,1,0,3.0,7,17,7,66,300.0,0
1198,1,0,3.7,79,17,6,33,500.0,0
1199,1,0,3.0,17,0,2,45,450.0,0
1200,1,0,3.7,46,17,1,66,450.0,0
1201,1,0,3.0,6,3,8,66,400.0,0
1203,1,0,2.6,59,0,1,16,900.0,0
1205,1,0,3.5,31,0,6,44,300.0,0
1207,0,0,4.2,1278,3,2,1,800.0,1
1208,1,0,3.4,276,0,8,66,250.0,0
1209,1,0,3.1,64,17,2,66,750.0,0
1210,1,0,4.0,69,0,5,29,300.0,1
1211,1,0,3.7,288,42,6,45,500.0,0
1212,1,0,3.3,4,3,4,66,200.0,0
1213,1,0,4.3,676,3,8,66,500.0,1
1214,1,0,4.1,140,17,6,59,100.0,1
1215,1,0,4.0,65,17,8,8,600.0,1
1216,1,0,3.7,41,17,5,30,150.0,0
1217,1,0,3.3,4,3,8,66,300.0,0
1218,1,1,4.1,448,17,2,66,700.0,1
1219,1,0,4.0,203,0,8,17,500.0,1
1221,1,0,3.9,50,0,8,66,200.0,1
1222,1,0,3.8,44,17,8,66,250.0,1
1223,1,0,3.3,6,0,6,66,350.0,0
1224,1,0,3.7,49,3,6,65,200.0,0
1225,1,0,3.5,10,3,5,27,150.0,0
1226,1,0,3.6,19,3,8,66,800.0,0
1227,1,0,3.2,6,17,6,56,200.0,0
1228,1,0,3.7,71,0,7,0,300.0,0
1229,1,0,3.7,19,17,6,43,800.0,0
1230,1,0,3.1,166,3,6,66,600.0,0
1231,1,0,3.6,27,0,5,37,450.0,0
1232,1,1,4.1,1320,17,2,47,1.2,1
1233,1,0,3.4,4,0,8,8,300.0,0
1234,1,0,3.5,14,17,6,59,300.0,0
1238,1,0,3.3,46,3,6,66,150.0,0
1240,1,0,4.0,116,17,2,24,400.0,1
1241,1,0,3.5,40,0,2,54,350.0,0
1243,1,0,3.6,32,17,6,31,200.0,0
1244,1,0,4.4,288,3,8,8,400.0,1
1245,1,0,2.7,85,17,1,66,500.0,0
1246,1,0,3.4,9,18,6,66,200.0,0
1247,1,0,3.2,6,3,6,9,350.0,0
1248,1,0,3.6,22,17,6,66,350.0,0
1249,1,0,3.2,12,0,6,66,250.0,0
1250,1,0,3.9,124,0,6,45,400.0,1
1251,1,0,3.6,323,3,8,66,800.0,0
1252,1,0,3.5,10,3,2,48,400.0,0
1253,1,0,3.5,15,3,2,45,600.0,0
1254,1,0,3.7,51,3,6,43,300.0,0
1255,1,0,4.2,229,17,2,50,1.0,1
1256,1,0,3.6,8,17,6,66,200.0,0
1257,1,0,2.8,102,3,6,45,350.0,0
1258,1,0,4.0,76,17,6,66,150.0,1
1259,1,0,3.9,38,17,6,57,400.0,1
1260,1,0,3.9,42,17,5,31,250.0,1
1261,1,0,3.3,5,17,8,42,200.0,0
1262,1,0,3.9,239,17,5,30,500.0,1
1263,1,0,3.5,8,0,8,6,200.0,0
1264,1,0,3.3,12,17,6,64,300.0,0
1265,1,0,3.1,21,3,8,66,250.0,0
1266,1,0,3.6,13,17,8,66,250.0,0
1268,1,0,3.7,37,17,2,66,800.0,0
